Title,Year,Keywords,MeSH Terms
Diet chemistry and cross-kingdom microbiota associate with black soldier fly larvae performance on regional side streams.,2026,metabarcoding; metaorganism; microorganisms; Animal feed; Future protein; Insect farming; Microbial diversity,
The influence of the nitrogen-to-protein conversion factors on the prediction of crude protein in black soldier fly larvae (Hermetia illucens) using near-infrared spectroscopy.,2026,Black soldier fly; Near infrared; Nitrogen; Nitrogen to protein factor,"Animals; Spectroscopy, Near-Infrared; Larva; Nitrogen; Insect Proteins; Diptera"
Multi-omics comparison of two emerging storage pests (Necrobia rufipes and Tribolium castaneum) of dried black soldier fly larvae product.,2026,Gut microbiome; Mitogenome; Postharvest storage pest; Red flour beetle; Red-legged ham beetle,"Animals; Larva; Gastrointestinal Microbiome; Tribolium; Genome, Mitochondrial; Bacteria; Multiomics"
From Promotion to Inhibition: A Holistic Perspective on the Biological Effects of Polylactic Acid Microplastics on Black Soldier Fly Larva in Food Waste Bioconversion.,2026,black soldier fly larvae; food waste; multidimensional mechanistic insights; polylactic acid microplastics,Animals; Larva; Microplastics; Polyesters; Diptera; Oxidative Stress; Gastrointestinal Microbiome; Food Loss and Waste
The Black Soldier Fly <i>Hermetia illucens</i> Larva Presents an Antimicrobial Activity in Response to <i>Clostridioides difficile</i> Exposure.,2025,Antibiotic resistance; Antimicrobial peptides; Black soldier fly; C. difficile; Defensin-like peptide 4,
Construction of a Heterotrophic Nitrification-Aerobic Denitrification Composite Microbial Consortium and Its Bioaugmentation Role in Wastewater Treatment.,2025,bioaugmentation; composite microbial consortium; heterotrophic nitrification-aerobic denitrification; microbial community; sequencing batch reactor (SBR); wastewater treatment,
Functional microbial consortia augmented black soldier fly larvae achieve high efficiency ammonia mitigation during chicken manure bioconversion.,2026,Bioconversion efficiency; Black soldier fly larvae frass; Functional genes; Nitrogen cycling; Organic waste management,Animals; Ammonia; Manure; Larva; Microbial Consortia; Chickens; Diptera; Nitrification
Enhancing Salmonella Inhibition in Black Soldier Fly Larvae (Hermetia illucens L.) Conversion by Bioaugmentation With Gut Microbiota.,2025,Hermetia illucens; bioconversion; functional microorganisms; organic waste; zoonotic pathogens,Animals; Larva; Gastrointestinal Microbiome; Salmonella; Manure; Diptera; Chickens; Bacillus; Metagenomics; Antibiosis; Bacteria
Impact of substrate type and growth stage on nutrient composition and convergence efficiency of <i>Hermetia illucens</i> larvae.,2025,Bioconversion; Black soldier fly; Food waste; Larvae; Prepupae; Tofu,
"Black soldier fly larvae meal influences the growth, reproduction and related gene expression in farm-raised and growth-trait-selected Clarias magur brooders.",2025,Black soldier fly larvae meal; Larval survival; Maha magur; Reproductive traits; Sex steroid hormone,Animals; Reproduction; Male; Larva; Female; Animal Feed; Diptera; Diet; Gene Expression; Aquaculture
Tracking carbon and nitrogen flow in black soldier fly larvae cultivation: Effects of feed carbohydrate-to-protein ratio.,2026,Animal proteins; Bioconversion; Insect biorefinery; Nutrient cycling; Sustainability,Animals; Nitrogen; Carbon; Larva; Animal Feed; Carbohydrates
Immunity of the black soldier fly (Hermetia illucens): recent progress and technological applications.,2026,Antimicrobial peptides; Bioconversion; Biotechnology; Gut microbiota; Hermetia illucens; Innate immunity; Insect immunology,"Animals; Immunity, Innate; Diptera; Larva"
Correction to: Assessing landfill wastes as a sustainable feeding substrate for black soldier fly larvae.,2026,,
Energy and nutrient composition and origin of common feed substrates for black soldier fly larvae determine their efficiency and life-stage-specific carbon dioxide and ammonia production.,2026,Continuous gas exchange measurement; Feed composition; Greenhouse gas emission; Hermetia illucens; Larval nutrient composition,Animals; Carbon Dioxide; Ammonia; Larva; Nutrients; Animal Feed; Fatty Acids; Simuliidae; Amino Acids; Diptera
Catering waste as a superior substrate for black soldier fly larvae (Diptera: Stratiomyidae).,2026,amino acid; bioconversion; nutrient profiling; sustainable protein; waste valorization,Animals; Larva; Diptera; Manure; Cattle; Animal Feed; Swine; Chickens
Soil amendments mitigate the adverse impacts of salt stress on quinoa under greenhouse conditions.,2025,Chenopodium quinoa; physiological resilience; salinity; soil amendments; tolerance,
Toxicity and bioconversion: Meta-analytical insights into microplastic effects on black soldier fly rearing.,2026,Black soldier fly; Environmental safety; Meta-analysis; Microplastics; Organic waste; Waste bioconversion,"Animals; Microplastics; Larva; Diptera; Water Pollutants, Chemical; Environmental Pollutants"
Eco-friendly chitosan production from diverse biowastes: deep eutectic solvents outperform conventional methods.,2026,Antioxidant and antimicrobial activity; Biowaste valorization; Chitosan extraction; Deep eutectic solvents; Thermal stability; Viscoelastic properties,Chitosan; Animals; Deep Eutectic Solvents; Green Chemistry Technology; Solvents; Anti-Bacterial Agents
Biodegradation of polyurethane by black soldier fly larvae and the function of gut microorganisms.,2026,black soldier fly larvae; gut microorganism; polyurethane; polyurethane-biodegradation strain,"Animals; Polyurethanes; Larva; Biodegradation, Environmental; Diptera; Gastrointestinal Microbiome; Bacteria"
Genome Sequence Data and Integrative RNA-Seq Data of Black Soldier Fly (Hermetia illucens) (A Japanese Strain).,2025,,"Animals; Genome, Insect; Diptera; Transcriptome; Male; Larva; Female; RNA-Seq; Whole Genome Sequencing; Japan"
Investigating safety aspects of using insect farming to reduce pig and chicken wastes at semi-commercial and lab-scale.,2026,Black soldier fly larvae; Manure; Slurry; Valorisation of waste,Animals; Manure; Chickens; Larva; Swine; Diptera; Waste Management; Agriculture
Genetic differentiation in domesticated black soldier fly (Hermetia illucens) populations.,2025,Hermetia illucens; Black soldier fly; Domestication; Genomics; Population structure; Selective breeding,"Animals; Genetic Variation; Domestication; Genetic Drift; Diptera; Selection, Genetic"
Chitin from Hermetia illucens exuviae: A sustainable biopolymer yielding composition-defined functional oligomers with antioxidant cytoprotection.,2026,Antioxidant; Chitin; Chitooligosaccharides; Cytoprotection; Hermetia illucens,"Diptera; Cytoprotection; Chitin; Antioxidants; Animals; Oligosaccharides; Chitosan; Humans; Cell Survival; Cell Line, Tumor; Lipid Peroxidation; Hydrogen Peroxide; Larva"
"<i>Azolla spp</i> and <i>Hermetia illucens</i> Meals as Main Protein Sources for Rabbit Nutrition: Impact on Feed Quality, Growth Performance, and Meat Quality.",2025,Azolla spp; Hermetia illucens; protein digestibility; rabbit growth; rabbit meat quality,
Chitin Nanocrystals from Various Biological Sources and Their Chiral Nematic Suspensions in Water.,2026,,Chitin; Nanoparticles; Animals; Water; Suspensions; Liquid Crystals
Sustainable Shrimp Feeding: Digestibility of Defatted <i>Hermetia illucens</i> Meal by In Vitro and In Vivo Methods.,2025,black soldier fly; in vitro digestibility; in vivo digestibility; protein; shrimp,
Black soldier fly larval oil as a renewable substrate for tailored PHA production.,2025,Cupriavidus necator; Black soldier fly larvae oil; Carbon source; Polyhydroxyalkanoates,
Development of a low-cost culture medium from industrial and environmental by-products for sustainable cultivation of Lactic Acid Bacteria.,2025,,Culture Media; Lactobacillales; Molasses; Animals; Saccharum; Larva; Bacteriocins; Ananas
"Effects of defatted black soldier fly larvae meal on growth, nutrient digestibility, hepatopancreas biochemistry, intestinal microbiota, and phosphorus discharge of giant freshwater prawn (<i>Macrobrachium rosenbergii</i>).",2025,Fishmeal replacement; Growth performance; Hermetia illucens; Intestinal health; Macrobrachium rosenbergii; Phosphorus emission,
Olive Pomace Inclusion Alters the Microbial Community of Black Soldier Fly Larvae Frass While Maintaining Fertilizer Quality.,2025,16S; ITS; agriculture; microbiome; organic fertilizer,Animals; Larva; Olea; Fertilizers; Microbiota; Simuliidae; Bacteria; Fungi; Animal Feed; Diptera; Portugal
Edible Insects and Allergenic Potential: An Observational Study About In Vitro IgE-Reactivity to Recombinant Pan-Allergens of the Black Soldier Fly (<i>Hermetia illucens</i>) in Patients Sensitized to Crustaceans and Mites.,2025,Hermetia illucens; arginine kinase; black soldier fly; crustaceans; edible insects; food allergy; novel foods; tropomyosin,Animals; Humans; Immunoglobulin E; Allergens; Adult; Tropomyosin; Male; Female; Middle Aged; Cross Reactions; Food Hypersensitivity; Edible Insects; Recombinant Proteins; Arginine Kinase; Diptera; Crustacea; Mites; Young Adult
Cellular Uptake and Tissue Retention of Microplastics in Black Soldier Fly Larvae.,2025,confocal microscopy; fluorescence; hemolymph; in vivo; microplastic,
Optimization of Preparation Technology and Evaluation of Antimicrobial Products by Glycerolysis of Black Soldier Fly (<i>Hermetia illucens</i>) Larvae Oil.,2025,antimicrobial activity; black soldier fly oil; glycerol monolaurate; methicillin-resistant Staphylococcus aureus; response surface optimization,
Effects of Low Benzoic Acid Concentrations on Growth and Substrate Utilization in Black Soldier Fly Larvae.,2025,BSF larvae; Hermetia illucens; antimicrobial agent; larval density; net growth efficiency; substrate conversion efficiency; substrate pH; substrate reduction rate,
The Effect of Growth and Nutrition in Black Soldier Fly Larvae Fed by Hemp Seed Oil Mixed Diets.,2025,Hermetia illucens; black soldier fly larvae (BSFL); hemp seed oil; sustainable animal feed,
Intestinal Microecological Mechanisms of Aflatoxin B1 Degradation by Black Soldier Fly Larvae (<i>Hermetia illucens</i>): A Review.,2025,aflatoxin B1; biodegradation; black soldier fly larvae; intestinal microorganisms; microecological mechanisms,
In Vitro Osteogenic Stimulation of Human Adipose-Derived MSCs on Biofunctional 3D-Printed Scaffolds.,2025,bioactive factors; bone regeneration; mesenchymal stem cells; natural polymer-based hydrogels; osteoconductive and osteoinductive properties,
"Effects of Black Soldier Fly (<i>Hermetia illucens</i>) Larvae Meal Replacement for Fish Meal on Growth Performance, Muscle Quality, Antioxidant Status, Immune Function, and Gut Microbiota in Juvenile Southern Catfish (<i>Silurus meridionalis</i>).",2025,antioxidant capacity; black soldier fly larvae meal; growth performance; gut microbiota; muscle quality; southern catfish,
Transcriptomic and Metabolomic Mechanisms Underlying Adaptive Differentiation of Black Soldier Fly Larvae Induced by Regional Food Waste Domestication.,2025,Hermetia illucens; metabolomics; molecular adaptation; regional food waste domestication; transcriptomics,
Emerging insect-based aquafeed for sustainable African catfish production.,2025,,Animals; Catfishes; Animal Feed; Diptera; Diet; Aquaculture; Larva
Transformative potential of insect bioconversion and its role in circular economy.,2025,Agritech automation; Bioconversion; Circular bioeconomy; Edible insect; Insect farming; Insect feed; Life cycle assessment,Animals; Insecta; Animal Feed; Aquaculture
Cecal microbiota of broilers responds similarly to black soldier fly larvae fat and conventional dietary fat sources.,2025,,Animals; Chickens; Cecum; Gastrointestinal Microbiome; Animal Feed; Larva; Dietary Fats; Male; Diptera; Hydrogen-Ion Concentration; Diet; Simuliidae; Animal Nutritional Physiological Phenomena
"Comparative proteome profiling of egg, larva and adult Hermetia illucens (Diptera: Stratiomyidae).",2025,Bioremediation; Detoxification; Developmental stage; Insect rearing; Metabolic processes; Shotgun proteomics,Animals; Larva; Proteome; Diptera; Insect Proteins; Proteomics; Ovum
"Dietary inclusion of black soldier fly (Hermetia illucens) larvae meal improves growth metrics, carcass quality, nutrient digestibility, serum analytes and cecal microbiota in Japanese quail.",2025,Carcass traits; Feed efficiency; Growth metrics; Gut health; Hermetia illucens; Nutrient utilization; Serum biochemistry,"Animals; Animal Feed; Diet; Digestion; Gastrointestinal Microbiome; Coturnix; Animal Nutritional Physiological Phenomena; Larva; Cecum; Random Allocation; Simuliidae; Diptera; Dose-Response Relationship, Drug; Nutrients; Male"
